"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10906727, SEN S/N: 10906727)","Temp, °C (LGR S/N: 10906727, SEN S/N: 10906727)","Coupler Detached (LGR S/N: 10906727)","Coupler Attached (LGR S/N: 10906727)","Stopped (LGR S/N: 10906727)","End Of File (LGR S/N: 10906727)"
40,07/14/16 07:45:00 PM,103.227,28.655,,,,
41,07/14/16 08:00:00 PM,103.233,28.555,,,,
42,07/14/16 08:15:00 PM,103.233,28.555,,,,
43,07/14/16 08:30:00 PM,103.244,28.555,,,,
44,07/14/16 08:45:00 PM,103.260,28.456,,,,
45,07/14/16 09:00:00 PM,103.281,28.456,,,,
46,07/14/16 09:15:00 PM,103.271,28.456,,,,
47,07/14/16 09:30:00 PM,103.291,28.456,,,,
48,07/14/16 09:45:00 PM,103.298,28.357,,,,
49,07/14/16 10:00:00 PM,103.277,28.357,,,,
50,07/14/16 10:15:00 PM,103.263,28.258,,,,
51,07/14/16 10:30:00 PM,103.263,28.258,,,,
52,07/14/16 10:45:00 PM,103.259,28.159,,,,
53,07/14/16 11:00:00 PM,103.269,28.159,,,,
54,07/14/16 11:15:00 PM,103.224,28.060,,,,
55,07/14/16 11:30:00 PM,103.235,28.060,,,,
56,07/14/16 11:45:00 PM,103.221,27.961,,,,
57,07/15/16 12:00:00 AM,103.231,27.961,,,,
58,07/15/16 12:15:00 AM,103.221,27.961,,,,
59,07/15/16 12:30:00 AM,103.186,27.862,,,,
60,07/15/16 12:45:00 AM,103.186,27.862,,,,
61,07/15/16 01:00:00 AM,103.172,27.764,,,,
62,07/15/16 01:15:00 AM,103.182,27.764,,,,
63,07/15/16 01:30:00 AM,103.168,27.665,,,,
64,07/15/16 01:45:00 AM,103.168,27.665,,,,
65,07/15/16 02:00:00 AM,103.175,27.567,,,,
66,07/15/16 02:15:00 AM,103.164,27.567,,,,
67,07/15/16 02:30:00 AM,103.164,27.567,,,,
68,07/15/16 02:45:00 AM,103.171,27.468,,,,
69,07/15/16 03:00:00 AM,103.150,27.468,,,,
70,07/15/16 03:15:00 AM,103.116,27.370,,,,
71,07/15/16 03:30:00 AM,103.136,27.370,,,,
72,07/15/16 03:45:00 AM,103.105,27.370,,,,
73,07/15/16 04:00:00 AM,103.122,27.272,,,,
74,07/15/16 04:15:00 AM,103.143,27.272,,,,
75,07/15/16 04:30:00 AM,103.139,27.173,,,,
76,07/15/16 04:45:00 AM,103.160,27.173,,,,
77,07/15/16 05:00:00 AM,103.176,27.075,,,,
78,07/15/16 05:15:00 AM,103.203,26.977,,,,
79,07/15/16 05:30:00 AM,103.214,26.977,,,,
80,07/15/16 05:45:00 AM,103.230,26.879,,,,
81,07/15/16 06:00:00 AM,103.210,26.879,,,,
82,07/15/16 06:15:00 AM,103.206,26.781,,,,
83,07/15/16 06:30:00 AM,103.206,26.781,,,,
84,07/15/16 06:45:00 AM,103.223,26.683,,,,
85,07/15/16 07:00:00 AM,103.233,26.683,,,,
86,07/15/16 07:15:00 AM,103.250,26.585,,,,
87,07/15/16 07:30:00 AM,103.281,26.585,,,,
88,07/15/16 07:45:00 AM,103.281,26.585,,,,
89,07/15/16 08:00:00 AM,103.312,26.585,,,,
90,07/15/16 08:15:00 AM,103.291,26.585,,,,
91,07/15/16 08:30:00 AM,103.312,26.585,,,,
92,07/15/16 08:45:00 AM,103.312,26.585,,,,
93,07/15/16 09:00:00 AM,103.295,26.683,,,,
94,07/15/16 09:15:00 AM,103.284,26.683,,,,
95,07/15/16 09:30:00 AM,103.299,26.781,,,,
96,07/15/16 09:45:00 AM,103.313,26.879,,,,
97,07/15/16 10:00:00 AM,103.306,26.977,,,,
98,07/15/16 10:15:00 AM,103.300,27.075,,,,
99,07/15/16 10:30:00 AM,103.314,27.173,,,,
100,07/15/16 10:45:00 AM,103.301,27.370,,,,
101,07/15/16 11:00:00 AM,103.294,27.468,,,,
102,07/15/16 11:15:00 AM,103.281,27.665,,,,
103,07/15/16 11:30:00 AM,103.299,27.862,,,,
104,07/15/16 11:45:00 AM,103.286,28.060,,,,
105,07/15/16 12:00:00 PM,103.259,28.159,,,,
106,07/15/16 12:15:00 PM,103.242,28.258,,,,
107,07/15/16 12:30:00 PM,103.215,28.357,,,,
108,07/15/16 12:45:00 PM,103.188,28.456,,,,
109,07/15/16 01:00:00 PM,103.165,28.655,,,,
110,07/15/16 01:15:00 PM,103.138,28.754,,,,
111,07/15/16 01:30:00 PM,103.132,28.853,,,,
112,07/15/16 01:45:00 PM,103.125,28.953,,,,
113,07/15/16 02:00:00 PM,103.088,29.053,,,,
114,07/15/16 02:15:00 PM,103.047,29.053,,,,
115,07/15/16 02:30:00 PM,103.061,29.152,,,,
116,07/15/16 02:45:00 PM,103.065,29.252,,,,
117,07/15/16 03:00:00 PM,103.034,29.252,,,,
118,07/15/16 03:15:00 PM,103.017,29.352,,,,
119,07/15/16 03:30:00 PM,102.976,29.352,,,,
120,07/15/16 03:45:00 PM,102.956,29.352,,,,
121,07/15/16 04:00:00 PM,102.956,29.352,,,,
122,07/15/16 04:15:00 PM,102.986,29.352,,,,
123,07/15/16 04:30:00 PM,102.976,29.352,,,,
124,07/15/16 04:45:00 PM,102.993,29.252,,,,
125,07/15/16 05:00:00 PM,103.010,29.152,,,,
126,07/15/16 05:15:00 PM,103.109,29.053,,,,
127,07/15/16 05:30:00 PM,103.125,28.953,,,,
128,07/15/16 05:45:00 PM,103.132,28.853,,,,
129,07/15/16 06:00:00 PM,103.237,28.655,,,,
130,07/15/16 06:15:00 PM,103.418,28.555,,,,
131,07/15/16 06:30:00 PM,103.678,28.357,,,,
132,07/15/16 06:45:00 PM,103.759,28.060,,,,
133,07/15/16 07:00:00 PM,104.200,27.764,,,,
134,07/15/16 07:15:00 PM,104.443,27.665,,,,
135,07/15/16 07:30:00 PM,104.722,27.173,,,,
136,07/15/16 07:45:00 PM,104.690,26.879,,,,
137,07/15/16 08:00:00 PM,104.617,26.585,,,,
138,07/15/16 08:15:00 PM,104.549,26.683,,,,
139,07/15/16 08:30:00 PM,104.556,26.879,,,,
140,07/15/16 08:45:00 PM,104.656,27.075,,,,
141,07/15/16 09:00:00 PM,104.757,27.272,,,,
142,07/15/16 09:15:00 PM,104.826,27.468,,,,
143,07/15/16 09:30:00 PM,104.906,27.665,,,,
144,07/15/16 09:45:00 PM,104.941,27.764,,,,
145,07/15/16 10:00:00 PM,105.006,27.862,,,,
146,07/15/16 10:15:00 PM,105.099,27.862,,,,
147,07/15/16 10:30:00 PM,105.367,27.862,,,,
148,07/15/16 10:45:00 PM,105.805,27.764,,,,
149,07/15/16 11:00:00 PM,106.358,27.665,,,,
150,07/15/16 11:15:00 PM,107.010,27.468,,,,
151,07/15/16 11:30:00 PM,107.521,27.370,,,,
152,07/15/16 11:45:00 PM,107.913,27.370,,,,
153,07/16/16 12:00:00 AM,108.175,27.468,,,,
154,07/16/16 12:15:00 AM,108.326,27.370,,,,
155,07/16/16 12:30:00 AM,108.376,27.075,,,,
156,07/16/16 12:45:00 AM,108.300,26.977,,,,
157,07/16/16 01:00:00 AM,108.372,26.977,,,,
158,07/16/16 01:15:00 AM,108.306,26.879,,,,
159,07/16/16 01:30:00 AM,108.185,26.683,,,,
160,07/16/16 01:45:00 AM,108.053,26.488,,,,
161,07/16/16 02:00:00 AM,107.891,26.292,,,,
162,07/16/16 02:15:00 AM,107.735,26.000,,,,
163,07/16/16 02:30:00 AM,107.593,25.805,,,,
164,07/16/16 02:45:00 AM,107.437,25.513,,,,
165,07/16/16 03:00:00 AM,107.285,25.319,,,,
166,07/16/16 03:15:00 AM,107.143,25.125,,,,
167,07/16/16 03:30:00 AM,107.016,25.028,,,,
168,07/16/16 03:45:00 AM,106.909,24.931,,,,
169,07/16/16 04:00:00 AM,106.812,24.835,,,,
170,07/16/16 04:15:00 AM,106.730,24.835,,,,
171,07/16/16 04:30:00 AM,106.654,24.738,,,,
172,07/16/16 04:45:00 AM,106.561,24.738,,,,
173,07/16/16 05:00:00 AM,106.520,24.738,,,,
174,07/16/16 05:15:00 AM,106.458,24.738,,,,
175,07/16/16 05:30:00 AM,106.396,24.738,,,,
176,07/16/16 05:45:00 AM,106.335,24.738,,,,
177,07/16/16 06:00:00 AM,106.252,24.738,,,,
178,07/16/16 06:15:00 AM,106.211,24.738,,,,
179,07/16/16 06:30:00 AM,106.129,24.738,,,,
180,07/16/16 06:45:00 AM,106.088,24.738,,,,
181,07/16/16 07:00:00 AM,106.026,24.738,,,,
182,07/16/16 07:15:00 AM,106.005,24.738,,,,
183,07/16/16 07:30:00 AM,105.944,24.738,,,,
184,07/16/16 07:45:00 AM,105.913,24.738,,,,
185,07/16/16 08:00:00 AM,105.851,24.738,,,,
186,07/16/16 08:15:00 AM,105.810,24.738,,,,
187,07/16/16 08:30:00 AM,105.769,24.738,,,,
188,07/16/16 08:45:00 AM,105.707,24.738,,,,
189,07/16/16 09:00:00 AM,105.666,24.738,,,,
190,07/16/16 09:15:00 AM,105.625,24.738,,,,
191,07/16/16 09:30:00 AM,105.590,24.641,,,,
192,07/16/16 09:45:00 AM,105.553,24.738,,,,
193,07/16/16 10:00:00 AM,105.553,24.738,,,,
194,07/16/16 10:15:00 AM,105.501,24.738,,,,
195,07/16/16 10:30:00 AM,105.491,24.738,,,,
196,07/16/16 10:45:00 AM,105.470,24.738,,,,
197,07/16/16 11:00:00 AM,105.429,24.738,,,,
198,07/16/16 11:15:00 AM,105.392,24.835,,,,
199,07/16/16 11:30:00 AM,105.361,24.835,,,,
200,07/16/16 11:45:00 AM,105.334,24.931,,,,
201,07/16/16 12:00:00 PM,105.313,24.931,,,,
202,07/16/16 12:15:00 PM,105.245,25.028,,,,
203,07/16/16 12:30:00 PM,105.183,25.028,,,,
204,07/16/16 12:45:00 PM,105.167,25.125,,,,
205,07/16/16 01:00:00 PM,105.105,25.125,,,,
206,07/16/16 01:15:00 PM,105.057,25.222,,,,
207,07/16/16 01:30:00 PM,105.020,25.319,,,,
208,07/16/16 01:45:00 PM,104.969,25.319,,,,
209,07/16/16 02:00:00 PM,104.931,25.416,,,,
210,07/16/16 02:15:00 PM,104.894,25.513,,,,
211,07/16/16 02:30:00 PM,104.826,25.610,,,,
212,07/16/16 02:45:00 PM,104.799,25.708,,,,
213,07/16/16 03:00:00 PM,104.747,25.708,,,,
214,07/16/16 03:15:00 PM,104.710,25.805,,,,
215,07/16/16 03:30:00 PM,104.683,25.902,,,,
216,07/16/16 03:45:00 PM,104.662,25.902,,,,
217,07/16/16 04:00:00 PM,104.652,25.902,,,,
218,07/16/16 04:15:00 PM,104.635,26.000,,,,
219,07/16/16 04:30:00 PM,104.615,26.000,,,,
220,07/16/16 04:45:00 PM,104.594,26.000,,,,
221,07/16/16 05:00:00 PM,104.573,26.000,,,,
222,07/16/16 05:15:00 PM,104.543,26.000,,,,
223,07/16/16 05:30:00 PM,104.553,26.000,,,,
224,07/16/16 05:45:00 PM,104.573,26.000,,,,
225,07/16/16 06:00:00 PM,104.563,26.000,,,,
226,07/16/16 06:15:00 PM,104.553,26.000,,,,
227,07/16/16 06:30:00 PM,104.549,25.902,,,,
228,07/16/16 06:45:00 PM,104.549,25.902,,,,
229,07/16/16 07:00:00 PM,104.549,25.902,,,,
230,07/16/16 07:15:00 PM,104.559,25.902,,,,
231,07/16/16 07:30:00 PM,104.545,25.805,,,,
232,07/16/16 07:45:00 PM,104.566,25.805,,,,
233,07/16/16 08:00:00 PM,104.576,25.805,,,,
234,07/16/16 08:15:00 PM,104.603,25.708,,,,
235,07/16/16 08:30:00 PM,104.624,25.708,,,,
236,07/16/16 08:45:00 PM,104.630,25.610,,,,
237,07/16/16 09:00:00 PM,104.651,25.610,,,,
238,07/16/16 09:15:00 PM,104.651,25.610,,,,
239,07/16/16 09:30:00 PM,104.627,25.513,,,,
240,07/16/16 09:45:00 PM,104.596,25.513,,,,
241,07/16/16 10:00:00 PM,104.596,25.513,,,,
242,07/16/16 10:15:00 PM,104.544,25.513,,,,
243,07/16/16 10:30:00 PM,104.561,25.416,,,,
244,07/16/16 10:45:00 PM,104.571,25.416,,,,
245,07/16/16 11:00:00 PM,104.612,25.416,,,,
246,07/16/16 11:15:00 PM,104.609,25.319,,,,
247,07/16/16 11:30:00 PM,104.598,25.319,,,,
248,07/16/16 11:45:00 PM,104.588,25.319,,,,
249,07/17/16 12:00:00 AM,104.574,25.222,,,,
250,07/17/16 12:15:00 AM,104.543,25.222,,,,
251,07/17/16 12:30:00 AM,104.512,25.222,,,,
252,07/17/16 12:45:00 AM,104.512,25.222,,,,
253,07/17/16 01:00:00 AM,104.492,25.222,,,,
254,07/17/16 01:15:00 AM,104.468,25.125,,,,
255,07/17/16 01:30:00 AM,104.426,25.125,,,,
256,07/17/16 01:45:00 AM,104.396,25.125,,,,
257,07/17/16 02:00:00 AM,104.375,25.125,,,,
258,07/17/16 02:15:00 AM,104.365,25.125,,,,
259,07/17/16 02:30:00 AM,104.385,25.125,,,,
260,07/17/16 02:45:00 AM,104.392,25.028,,,,
261,07/17/16 03:00:00 AM,104.402,25.028,,,,
262,07/17/16 03:15:00 AM,104.392,25.028,,,,
263,07/17/16 03:30:00 AM,104.361,25.028,,,,
264,07/17/16 03:45:00 AM,104.341,25.028,,,,
265,07/17/16 04:00:00 AM,104.341,25.028,,,,
266,07/17/16 04:15:00 AM,104.326,24.931,,,,
267,07/17/16 04:30:00 AM,104.326,24.931,,,,
268,07/17/16 04:45:00 AM,104.326,24.931,,,,
269,07/17/16 05:00:00 AM,104.296,24.931,,,,
270,07/17/16 05:15:00 AM,104.302,24.835,,,,
271,07/17/16 05:30:00 AM,104.323,24.835,,,,
272,07/17/16 05:45:00 AM,104.312,24.835,,,,
273,07/17/16 06:00:00 AM,104.323,24.835,,,,
274,07/17/16 06:15:00 AM,104.333,24.835,,,,
275,07/17/16 06:30:00 AM,104.333,24.835,,,,
276,07/17/16 06:45:00 AM,104.374,24.835,,,,
277,07/17/16 07:00:00 AM,104.384,24.835,,,,
278,07/17/16 07:15:00 AM,104.384,24.835,,,,
279,07/17/16 07:30:00 AM,104.395,24.835,,,,
280,07/17/16 07:45:00 AM,104.425,24.835,,,,
281,07/17/16 08:00:00 AM,104.429,24.931,,,,
282,07/17/16 08:15:00 AM,104.419,24.931,,,,
283,07/17/16 08:30:00 AM,104.440,24.931,,,,
284,07/17/16 08:45:00 AM,104.450,24.931,,,,
285,07/17/16 09:00:00 AM,104.464,25.028,,,,
286,07/17/16 09:15:00 AM,104.454,25.028,,,,
287,07/17/16 09:30:00 AM,104.443,25.028,,,,
288,07/17/16 09:45:00 AM,104.488,25.125,,,,
289,07/17/16 10:00:00 AM,104.492,25.222,,,,
290,07/17/16 10:15:00 AM,104.461,25.222,,,,
291,07/17/16 10:30:00 AM,104.444,25.319,,,,
292,07/17/16 10:45:00 AM,104.458,25.416,,,,
293,07/17/16 11:00:00 AM,104.462,25.513,,,,
294,07/17/16 11:15:00 AM,104.459,25.708,,,,
295,07/17/16 11:30:00 AM,104.467,25.902,,,,
296,07/17/16 11:45:00 AM,104.454,26.097,,,,
297,07/17/16 12:00:00 PM,104.420,26.292,,,,
298,07/17/16 12:15:00 PM,104.428,26.488,,,,
299,07/17/16 12:30:00 PM,104.411,26.585,,,,
300,07/17/16 12:45:00 PM,104.411,26.585,,,,
301,07/17/16 01:00:00 PM,104.384,26.683,,,,
302,07/17/16 01:15:00 PM,104.392,26.879,,,,
303,07/17/16 01:30:00 PM,104.396,26.977,,,,
304,07/17/16 01:45:00 PM,104.379,27.075,,,,
305,07/17/16 02:00:00 PM,104.366,27.272,,,,
306,07/17/16 02:15:00 PM,104.335,27.272,,,,
307,07/17/16 02:30:00 PM,104.329,27.370,,,,
308,07/17/16 02:45:00 PM,104.308,27.370,,,,
309,07/17/16 03:00:00 PM,104.308,27.370,,,,
310,07/17/16 03:15:00 PM,104.308,27.370,,,,
311,07/17/16 03:30:00 PM,104.291,27.468,,,,
312,07/17/16 03:45:00 PM,104.302,27.468,,,,
313,07/17/16 04:00:00 PM,104.291,27.468,,,,
314,07/17/16 04:15:00 PM,104.302,27.468,,,,
315,07/17/16 04:30:00 PM,104.285,27.567,,,,
316,07/17/16 04:45:00 PM,104.264,27.567,,,,
317,07/17/16 05:00:00 PM,104.254,27.567,,,,
318,07/17/16 05:15:00 PM,104.264,27.567,,,,
319,07/17/16 05:30:00 PM,104.260,27.468,,,,
320,07/17/16 05:45:00 PM,104.230,27.468,,,,
321,07/17/16 06:00:00 PM,104.230,27.468,,,,
322,07/17/16 06:15:00 PM,104.219,27.468,,,,
323,07/17/16 06:30:00 PM,104.205,27.370,,,,
324,07/17/16 06:45:00 PM,104.205,27.370,,,,
325,07/17/16 07:00:00 PM,104.201,27.272,,,,
326,07/17/16 07:15:00 PM,104.212,27.272,,,,
327,07/17/16 07:30:00 PM,104.208,27.173,,,,
328,07/17/16 07:45:00 PM,104.198,27.173,,,,
329,07/17/16 08:00:00 PM,104.183,27.075,,,,
330,07/17/16 08:15:00 PM,104.190,26.977,,,,
331,07/17/16 08:30:00 PM,104.210,26.977,,,,
332,07/17/16 08:45:00 PM,104.217,26.879,,,,
333,07/17/16 09:00:00 PM,104.227,26.879,,,,
334,07/17/16 09:15:00 PM,104.223,26.781,,,,
335,07/17/16 09:30:00 PM,104.223,26.781,,,,
336,07/17/16 09:45:00 PM,104.234,26.781,,,,
337,07/17/16 10:00:00 PM,104.240,26.683,,,,
338,07/17/16 10:15:00 PM,104.240,26.683,,,,
339,07/17/16 10:30:00 PM,104.236,26.585,,,,
340,07/17/16 10:45:00 PM,104.236,26.585,,,,
341,07/17/16 11:00:00 PM,104.247,26.585,,,,
342,07/17/16 11:15:00 PM,104.263,26.488,,,,
343,07/17/16 11:30:00 PM,104.253,26.488,,,,
344,07/17/16 11:45:00 PM,104.260,26.390,,,,
345,07/18/16 12:00:00 AM,104.249,26.390,,,,
346,07/18/16 12:15:00 AM,104.260,26.390,,,,
347,07/18/16 12:30:00 AM,104.276,26.292,,,,
348,07/18/16 12:45:00 AM,104.276,26.292,,,,
349,07/18/16 01:00:00 AM,104.262,26.195,,,,
350,07/18/16 01:15:00 AM,104.252,26.195,,,,
351,07/18/16 01:30:00 AM,104.252,26.195,,,,
352,07/18/16 01:45:00 AM,104.259,26.097,,,,
353,07/18/16 02:00:00 AM,104.248,26.097,,,,
354,07/18/16 02:15:00 AM,104.245,26.000,,,,
355,07/18/16 02:30:00 AM,104.245,26.000,,,,
356,07/18/16 02:45:00 AM,104.210,25.902,,,,
357,07/18/16 03:00:00 AM,104.200,25.902,,,,
358,07/18/16 03:15:00 AM,104.165,25.805,,,,
359,07/18/16 03:30:00 AM,104.165,25.805,,,,
360,07/18/16 03:45:00 AM,104.172,25.708,,,,
361,07/18/16 04:00:00 AM,104.130,25.708,,,,
362,07/18/16 04:15:00 AM,104.137,25.610,,,,
363,07/18/16 04:30:00 AM,104.143,25.513,,,,
364,07/18/16 04:45:00 AM,104.133,25.513,,,,
365,07/18/16 05:00:00 AM,104.140,25.416,,,,
366,07/18/16 05:15:00 AM,104.150,25.416,,,,
367,07/18/16 05:30:00 AM,104.146,25.319,,,,
368,07/18/16 05:45:00 AM,104.167,25.319,,,,
369,07/18/16 06:00:00 AM,104.163,25.222,,,,
370,07/18/16 06:15:00 AM,104.153,25.222,,,,
371,07/18/16 06:30:00 AM,104.163,25.222,,,,
372,07/18/16 06:45:00 AM,104.170,25.125,,,,
373,07/18/16 07:00:00 AM,104.200,25.125,,,,
374,07/18/16 07:15:00 AM,104.190,25.125,,,,
375,07/18/16 07:30:00 AM,104.180,25.125,,,,
376,07/18/16 07:45:00 AM,104.190,25.125,,,,
377,07/18/16 08:00:00 AM,104.180,25.125,,,,
378,07/18/16 08:15:00 AM,104.180,25.125,,,,
379,07/18/16 08:30:00 AM,104.163,25.222,,,,
380,07/18/16 08:45:00 AM,104.153,25.222,,,,
381,07/18/16 09:00:00 AM,104.177,25.319,,,,
382,07/18/16 09:15:00 AM,104.191,25.416,,,,
383,07/18/16 09:30:00 AM,104.195,25.513,,,,
384,07/18/16 09:45:00 AM,104.209,25.610,,,,
385,07/18/16 10:00:00 AM,104.233,25.708,,,,
386,07/18/16 10:15:00 AM,104.230,25.902,,,,
387,07/18/16 10:30:00 AM,104.228,26.097,,,,
388,07/18/16 10:45:00 AM,104.225,26.292,,,,
389,07/18/16 11:00:00 AM,104.219,26.390,,,,
390,07/18/16 11:15:00 AM,104.216,26.585,,,,
391,07/18/16 11:30:00 AM,104.223,26.781,,,,
392,07/18/16 11:45:00 AM,104.169,26.977,,,,
393,07/18/16 12:00:00 PM,104.156,27.173,,,,
394,07/18/16 12:15:00 PM,104.129,27.272,,,,
395,07/18/16 12:30:00 PM,104.092,27.370,,,,
396,07/18/16 12:45:00 PM,104.069,27.567,,,,
397,07/18/16 01:00:00 PM,104.042,27.665,,,,
398,07/18/16 01:15:00 PM,104.035,27.764,,,,
399,07/18/16 01:30:00 PM,104.029,27.862,,,,
400,07/18/16 01:45:00 PM,104.022,27.961,,,,
401,07/18/16 02:00:00 PM,104.047,28.060,,,,
402,07/18/16 02:15:00 PM,104.051,28.159,,,,
403,07/18/16 02:30:00 PM,104.034,28.258,,,,
404,07/18/16 02:45:00 PM,104.044,28.258,,,,
405,07/18/16 03:00:00 PM,104.048,28.357,,,,
406,07/18/16 03:15:00 PM,104.017,28.357,,,,
407,07/18/16 03:30:00 PM,104.011,28.456,,,,
408,07/18/16 03:45:00 PM,104.021,28.456,,,,
409,07/18/16 04:00:00 PM,104.001,28.456,,,,
410,07/18/16 04:15:00 PM,104.011,28.456,,,,
411,07/18/16 04:30:00 PM,104.011,28.456,,,,
412,07/18/16 04:45:00 PM,104.001,28.456,,,,
413,07/18/16 05:00:00 PM,103.970,28.456,,,,
414,07/18/16 05:15:00 PM,103.959,28.456,,,,
415,07/18/16 05:30:00 PM,103.939,28.456,,,,
416,07/18/16 05:45:00 PM,103.939,28.456,,,,
417,07/18/16 06:00:00 PM,103.959,28.456,,,,
418,07/18/16 06:15:00 PM,103.980,28.456,,,,
419,07/18/16 06:30:00 PM,104.001,28.456,,,,
420,07/18/16 06:45:00 PM,104.001,28.456,,,,
421,07/18/16 07:00:00 PM,103.990,28.456,,,,
422,07/18/16 07:15:00 PM,103.980,28.456,,,,
423,07/18/16 07:30:00 PM,103.980,28.456,,,,
424,07/18/16 07:45:00 PM,103.986,28.357,,,,
425,07/18/16 08:00:00 PM,103.966,28.357,,,,
426,07/18/16 08:15:00 PM,103.966,28.357,,,,
427,07/18/16 08:30:00 PM,103.976,28.357,,,,
428,07/18/16 08:45:00 PM,103.983,28.258,,,,
429,07/18/16 09:00:00 PM,104.003,28.258,,,,
430,07/18/16 09:15:00 PM,103.989,28.159,,,,
431,07/18/16 09:30:00 PM,103.999,28.159,,,,
432,07/18/16 09:45:00 PM,103.979,28.159,,,,
433,07/18/16 10:00:00 PM,103.965,28.060,,,,
434,07/18/16 10:15:00 PM,103.944,28.060,,,,
435,07/18/16 10:30:00 PM,103.950,27.961,,,,
436,07/18/16 10:45:00 PM,103.940,27.961,,,,
437,07/18/16 11:00:00 PM,103.930,27.961,,,,
438,07/18/16 11:15:00 PM,103.916,27.862,,,,
439,07/18/16 11:30:00 PM,103.895,27.862,,,,
440,07/18/16 11:45:00 PM,103.885,27.862,,,,
441,07/19/16 12:00:00 AM,103.871,27.764,,,,
442,07/19/16 12:15:00 AM,103.871,27.764,,,,
443,07/19/16 12:30:00 AM,103.857,27.665,,,,
444,07/19/16 12:45:00 AM,103.857,27.665,,,,
445,07/19/16 01:00:00 AM,103.832,27.567,,,,
446,07/19/16 01:15:00 AM,103.843,27.567,,,,
447,07/19/16 01:30:00 AM,103.839,27.468,,,,
448,07/19/16 01:45:00 AM,103.839,27.468,,,,
449,07/19/16 02:00:00 AM,103.825,27.370,,,,
450,07/19/16 02:15:00 AM,103.835,27.370,,,,
451,07/19/16 02:30:00 AM,103.831,27.272,,,,
452,07/19/16 02:45:00 AM,103.838,27.173,,,,
453,07/19/16 03:00:00 AM,103.827,27.173,,,,
454,07/19/16 03:15:00 AM,103.854,27.075,,,,
455,07/19/16 03:30:00 AM,103.854,27.075,,,,
456,07/19/16 03:45:00 AM,103.851,26.977,,,,
457,07/19/16 04:00:00 AM,103.857,26.879,,,,
458,07/19/16 04:15:00 AM,103.878,26.879,,,,
459,07/19/16 04:30:00 AM,103.884,26.781,,,,
460,07/19/16 04:45:00 AM,103.870,26.683,,,,
461,07/19/16 05:00:00 AM,103.891,26.683,,,,
462,07/19/16 05:15:00 AM,103.907,26.585,,,,
463,07/19/16 05:30:00 AM,103.907,26.585,,,,
464,07/19/16 05:45:00 AM,103.914,26.488,,,,
465,07/19/16 06:00:00 AM,103.900,26.390,,,,
466,07/19/16 06:15:00 AM,103.920,26.390,,,,
467,07/19/16 06:30:00 AM,103.906,26.292,,,,
468,07/19/16 06:45:00 AM,103.917,26.292,,,,
469,07/19/16 07:00:00 AM,103.917,26.292,,,,
470,07/19/16 07:15:00 AM,103.923,26.195,,,,
471,07/19/16 07:30:00 AM,103.933,26.195,,,,
